CustomerID,Age,Gender,Income
C495,64,Female,99016
C496,61,Male,53798
C497,41,Male,99647
C498,47,Male,148200
C499,54,Male,72661
C500,35,Male,67305
C501,53,Other,69395
C502,48,Male,88660
C503,51,Female,138267
C504,60,Female,49161
C505,37,Female,124289
C506,54,Other,48468
C507,62,Female,33075
C508,20,Other,70233
C509,46,Male,133902
C510,56,Female,68510
C511,44,Male,69917
C512,43,Female,51414
C513,63,Female,100379
C514,28,Other,121179
C515,44,Female,119310
C516,29,Female,146784
C517,38,Male,39120
C518,35,Male,130538
C519,38,Male,72250
C520,69,Other,137879
C521,46,Other,61957
C522,67,Male,54932
C523,49,Male,56753
C524,40,Male,149341
C525,65,Female,44424
C526,29,Male,36958
C527,50,Other,111717
C528,64,Other,58764
C529,29,Male,85478
C530,66,Other,56290
C531,54,Other,61859
C532,51,Male,103994
C533,57,Female,91294
C534,33,Female,83014
C535,34,Other,87748
C536,22,Female,109353
C537,59,Male,104434
C538,67,Female,147521
C539,33,Other,57574
C540,43,Female,64377
C541,22,Male,135634
C542,31,Female,66318
C543,46,Male,128475
C544,47,Female,115525
C545,48,Female,96352
C546,68,Male,83464
C547,50,Male,82578
C548,68,Female,36643
C549,26,Other,113551
C550,25,Other,68725
C551,48,Female,65054
C552,31,Male,118596
C553,56,Other,73584
C554,23,Male,83379
C555,68,Female,112712
C556,60,Female,101147
C557,53,Female,146364
C558,64,Other,57687
C559,34,Female,146257
C560,53,Other,107659
C561,36,Male,53915
C562,63,Other,34542
C563,45,Male,67218
C564,64,Male,77243
C565,65,Other,52738
C566,40,Other,130365
C567,21,Other,34548
C568,22,Other,143770
C569,53,Female,128838
C570,23,Male,93252
C571,59,Male,142398
C572,26,Other,113124
C573,66,Female,41539
C574,62,Female,34832
C575,26,Other,66530
C576,30,Male,38868
C577,52,Female,78186
C578,54,Other,38457
C579,47,Male,139519
C580,60,Female,80287
C581,54,Female,35367
C582,32,Other,140154
C583,36,Male,83243
C584,64,Other,139169
C585,60,Female,33637
C586,40,Female,132359
C587,59,Male,133895
C588,22,Other,50689
C589,52,Male,108008
C590,69,Male,51157
C591,62,Female,45184
C592,65,Female,77867
C593,53,Other,98558
C594,38,Male,134574
C595,55,Male,30543
C596,58,Female,43467
C597,60,Other,46383
C598,64,Female,129078
C599,67,Male,147362
C600,54,Male,77709
C601,64,Male,148339
C602,20,Other,136761
C603,33,Male,144999
C604,31,Female,139262
C605,38,Female,137844
C606,61,Female,47590
C607,66,Other,147844
C608,60,Other,83840
C609,52,Male,66854
C610,48,Male,33945
C611,33,Other,67437
C612,51,Other,56514
C613,54,Female,94521
C614,61,Male,115965
C615,22,Other,42672
C616,52,Male,41473
C617,53,Male,70024
C618,21,Male,117989
C619,30,Other,125059
C620,54,Other,34827
C621,31,Female,95789
C622,60,Male,99911
C623,26,Female,147754
C624,43,Other,57684
C625,36,Male,77216
C626,24,Other,148869
C627,32,Other,125205
C628,21,Other,139956
C629,36,Other,77713
C630,53,Other,101226
C631,22,Male,117441
C632,33,Female,86658
C633,42,Other,124814
C634,21,Female,77912
C635,24,Female,134491
C636,47,Female,144695
C637,23,Other,148952
C638,33,Other,112348
C639,20,Female,145597
C640,67,Male,128633
C641,49,Male,129059
C642,38,Other,106310
C643,65,Female,107917
C644,65,Other,50097
C645,66,Male,42761
C646,38,Female,97310
C647,59,Other,95161
C648,24,Other,147786
C649,37,Female,117425
C650,28,Male,92961
C651,55,Female,147458
C652,64,Female,103091
C653,51,Female,90952
C654,64,Male,49787
C655,25,Other,114480
C656,67,Other,143593
C657,28,Other,137994
C658,53,Female,82243
C659,19,Other,140332
C660,48,Male,124332
C661,39,Other,104703
C662,30,Other,79096
C663,48,Female,49706
C664,42,Female,130967
C665,64,Male,116506
C666,69,Female,86257
C667,30,Male,78617
C668,52,Male,46740
C669,26,Female,55461
C670,23,Female,130645
C671,28,Other,52018
C672,23,Male,65444
C673,42,Other,115063
C674,36,Female,90034
C675,26,Other,102636
C676,35,Male,89147
C677,39,Other,52737
C678,66,Female,130679
C679,34,Other,146186
C680,69,Female,55776
C681,52,Male,41543
C682,63,Male,88310
C683,29,Male,48282
C684,42,Male,88055
C685,25,Other,57868
C686,59,Male,130639
C687,29,Other,54648
C688,46,Other,102290
C689,33,Other,122878
C690,29,Female,127437
C691,68,Male,48607
C692,68,Male,119303
C693,52,Female,53517
C694,66,Female,134321
C695,48,Male,144767
C696,40,Female,76225
C697,60,Male,109680
C698,26,Other,137928
C699,47,Male,77253
C700,34,Male,110929
C701,63,Female,47197
C702,40,Other,116530
C703,27,Male,121289
C704,36,Male,84482
C705,61,Other,135213
C706,64,Male,131981
C707,66,Female,82454
C708,21,Male,69187
C709,31,Other,55328
C710,62,Male,127502
C711,18,Other,106649
C712,56,Other,34223
C713,58,Female,58719
C714,69,Other,75515
C715,28,Female,108275
C716,41,Other,142156
C717,33,Other,82269
C718,25,Female,76079
C719,26,Other,36350
C720,61,Female,99579
C721,18,Other,34352
C722,65,Female,133153
C723,46,Female,58074
C724,47,Other,140890
C725,51,Female,52990
C726,60,Female,54323
C727,42,Male,35084
C728,24,Female,138148
C729,44,Other,113571
C730,62,Other,73410
C731,33,Male,49617
C732,44,Female,85768
C733,42,Other,110257
C734,25,Male,96406
C735,19,Male,117799
C736,41,Other,48599
C737,29,Male,33266
C738,39,Female,119081
C739,38,Female,57583
C740,30,Male,103766
C741,62,Female,39826
C742,65,Female,134716
C743,50,Other,137360
C744,66,Other,57755
C745,60,Other,113242
C746,47,Female,70074
C747,37,Male,119841
C748,25,Other,121756
C749,49,Other,144808
C750,18,Other,85164
C751,63,Other,71351
C752,36,Male,71980
C753,54,Female,115413
C754,64,Female,98182
C755,67,Female,107987
C756,27,Other,66606
C757,35,Female,148226
C758,51,Male,93195
C759,66,Other,112654
C760,23,Female,92488
C761,64,Female,109756
C762,35,Other,99913
C763,58,Other,142398
C764,53,Male,57301
C765,66,Male,56915
C766,61,Male,105058
C767,26,Female,98564
C768,64,Other,130643
C769,50,Female,59301
C770,45,Other,100312
C771,44,Other,141730
C772,49,Female,48012
C773,49,Female,93348
C774,33,Other,81304
C775,54,Other,106058
C776,39,Male,53273
C777,40,Other,113602
C778,69,Female,37649
C779,26,Other,59980
C780,47,Male,47170
C781,41,Other,63094
C782,28,Female,111773
C783,43,Other,135880
C784,29,Other,108880
C785,33,Other,81433
C786,18,Male,86932
C787,68,Other,79487
C788,33,Female,107017
C789,49,Male,124028
C790,18,Other,106036
C791,47,Other,148702
C792,46,Female,87741
C793,21,Other,118887
C794,21,Female,82766
C795,39,Female,100408
C796,64,Other,86586
C797,55,Female,104491
C798,18,Other,73982
C799,54,Male,32616
C800,25,Male,74994
C801,25,Male,88629
C802,55,Other,70210
C803,65,Female,65022
C804,20,Other,120398
C805,59,Female,126597
C806,61,Other,132792
C807,34,Male,129060
C808,66,Female,134713
C809,24,Female,42988
C810,38,Male,53818
C811,65,Male,69879
C812,23,Male,81327
C813,69,Other,85739
C814,23,Female,111488
C815,67,Male,84874
C816,64,Female,66843
C817,36,Male,52427
C818,36,Male,58840
C819,68,Male,103745
C820,62,Other,62320
C821,45,Female,75283
C822,54,Male,82735
C823,60,Female,46986
C824,29,Male,34283
C825,37,Male,68451
C826,52,Other,77281
C827,37,Other,113362
C828,38,Female,75323
C829,68,Other,124311
C830,46,Other,52118
C831,64,Male,87850
C832,40,Male,131028
C833,62,Female,140065
C834,28,Female,92957
C835,50,Female,119598
C836,38,Male,148614
C837,26,Female,86811
C838,43,Female,34109
C839,63,Other,146564
C840,41,Female,53365
C841,36,Other,58932
C842,45,Female,112831
C843,19,Male,148209
C844,55,Male,143478
C845,29,Male,58377
C846,27,Female,38094
C847,47,Female,141674
C848,34,Female,47842
C849,40,Other,59152
C850,67,Other,96508
C851,42,Female,111007
C852,25,Female,69544
C853,35,Female,35292
C854,60,Other,63316
C855,58,Male,108642
C856,65,Male,107840
C857,53,Female,33466
C858,46,Other,83197
C859,65,Male,66525
C860,25,Male,57493
C861,37,Female,77568
C862,47,Male,80330
C863,63,Other,86858
C864,53,Other,33461
C865,31,Female,79539
C866,18,Other,137425
C867,46,Female,62238
C868,49,Other,112648
C869,30,Other,98132
C870,41,Male,51968
C871,55,Female,76438
C872,54,Female,126591
C873,25,Female,93598
C874,41,Male,102037
C875,36,Female,102081
C876,34,Male,136325
C877,41,Female,110155
C878,27,Male,31782
C879,61,Male,44762
C880,39,Male,104690
C881,30,Female,149711
C882,43,Other,46128
C883,62,Other,112587
C884,51,Other,146357
C885,54,Male,106643
C886,34,Female,81187
C887,57,Male,78699
C888,28,Other,144815
C889,52,Female,140192
C890,18,Female,107034
C891,59,Female,36443
C892,43,Female,148736
C893,31,Other,145327
C894,46,Male,130931
C895,65,Other,118665
C896,31,Female,50174
C897,64,Other,83425
C898,18,Female,112251
C899,23,Female,90582
C900,55,Male,98675
C901,54,Male,76624
C902,55,Other,92306
C903,18,Female,115236
C904,57,Female,56871
C905,54,Female,88897
C906,27,Male,77305
C907,20,Male,57461
C908,56,Female,114954
C909,48,Male,71550
C910,52,Male,38649
C911,42,Male,83212
C912,41,Male,31851
C913,37,Other,109705
C914,45,Male,137622
C915,62,Male,95154
C916,33,Other,74213
C917,41,Female,87548
C918,51,Other,46378
C919,51,Other,42815
C920,51,Male,122533
C921,27,Female,79033
C922,45,Other,142586
C923,34,Female,149756
C924,47,Female,108102
C925,67,Male,67134
C926,20,Female,76655
C927,22,Other,63752
C928,29,Female,138374
C929,62,Female,147852
C930,19,Other,63463
C931,63,Other,109319
C932,54,Female,147287
C933,38,Male,80386
C934,31,Other,105369
C935,29,Male,33303
C936,49,Other,107769
C937,29,Female,126598
C938,21,Male,47874
C939,57,Other,64015
C940,49,Other,143144
C941,40,Male,121768
C942,31,Other,55208
C943,30,Other,116154
C944,21,Other,78103
C945,37,Male,139195
C946,51,Male,119605
C947,67,Female,82199
C948,35,Male,100931
C949,34,Other,126819
C950,33,Male,83032
C951,25,Other,148540
C952,24,Other,69611
C953,30,Female,98763
C954,68,Female,58076
C955,39,Other,78818
C956,39,Other,132403
C957,26,Other,116032
C958,30,Male,52845
C959,30,Other,132893
C960,60,Male,83753
C961,47,Other,43691
C962,28,Female,128189
C963,40,Male,45756
C964,62,Male,91350
C965,18,Female,63986
C966,41,Female,87816
C967,66,Female,38996
C968,36,Other,120863
C969,28,Male,108300
C970,18,Male,106749
C971,50,Male,39409
C972,37,Other,44621
C973,67,Female,129112
C974,47,Female,52819
C975,67,Male,149422
C976,68,Male,94934
C977,43,Other,73119
C978,50,Female,47117
C979,27,Male,126742
C980,20,Female,92645
C981,36,Female,42477
C982,34,Other,133631
C983,29,Other,92253
C984,23,Male,145840
C985,23,Other,135177
C986,38,Female,146666
C987,29,Female,96749
C988,33,Other,112352
C989,56,Male,52178
C990,27,Male,55999
C991,51,Male,36145
C992,69,Female,41979
C993,47,Other,33281
C994,44,Other,113179
C995,19,Male,97918
C996,30,Male,68122
C997,41,Male,91846
C998,43,Male,147889
C999,55,Other,94241
C1000,33,Male,44854
C1001,62,Other,98821
C1002,48,Other,125949
C1003,57,Male,75195
C1004,28,Male,68444
C1005,52,Female,83131
C1006,32,Female,148171
C1007,37,Other,87845
C1008,34,Male,101142
C1009,56,Other,131897
C1010,23,Female,108301
C1011,61,Female,52745
C1012,42,Other,37971
C1013,62,Female,89012
C1014,63,Other,71862
C1015,59,Female,124473
C1016,24,Male,124001
C1017,46,Female,31928
C1018,61,Female,31672
C1019,53,Female,111961
C1020,30,Male,113896
C1021,40,Female,143977
C1022,50,Female,30734
C1023,54,Other,113272
C1024,21,Female,147230
C1025,21,Other,93275
C1026,26,Female,104163
C1027,54,Female,44559
C1028,54,Female,91049
C1029,18,Other,141212
C1030,45,Male,80232
C1031,54,Female,44151
C1032,55,Male,108077
C1033,62,Male,63617
C1034,45,Female,143782
C1035,64,Other,65213
C1036,42,Female,132017
C1037,57,Male,145756
C1038,67,Other,145665
C1039,65,Female,97733
C1040,28,Male,57799
C1041,61,Other,89312
C1042,45,Female,121821
C1043,37,Male,30962
C1044,32,Other,114593
C1045,58,Other,90709
C1046,38,Female,111531
C1047,63,Other,103722
C1048,19,Other,67292
C1049,27,Female,63148
C1050,44,Female,34329
C1051,49,Male,109951
C1052,61,Other,88817
C1053,33,Male,42501
C1054,53,Female,67821
C1055,65,Other,39416
C1056,58,Male,85629
C1057,68,Male,76498
C1058,18,Female,58690
C1059,22,Female,124803
C1060,28,Other,53753
C1061,18,Other,76884
C1062,34,Male,52136
C1063,41,Male,89153
C1064,29,Male,62107
C1065,35,Other,88691
C1066,26,Male,72729
C1067,67,Female,106308
C1068,42,Male,55673
C1069,67,Female,85833
C1070,67,Other,97375
C1071,55,Female,42132
C1072,61,Female,34566
C1073,40,Female,47340
C1074,29,Female,80151
C1075,32,Female,61218
C1076,49,Other,92384
C1077,52,Male,142702
C1078,36,Female,108683
C1079,32,Male,147265
C1080,55,Male,45004
C1081,69,Other,81881
C1082,51,Male,130151
C1083,44,Male,108392
C1084,32,Female,129600
C1085,37,Female,60310
C1086,35,Other,70504
C1087,26,Male,86545
C1088,31,Male,131463
C1089,34,Other,57009
C1090,62,Other,66036
C1091,21,Male,130129
C1092,18,Other,81916
C1093,65,Female,40540
C1094,44,Male,30235
C1095,65,Other,62380
C1096,25,Other,61341
C1097,34,Female,75585
C1098,65,Female,31599
C1099,55,Other,64973
C1100,54,Other,110669
C1101,67,Other,73746
C1102,34,Other,91591
C1103,43,Male,137387
C1104,24,Other,30379
C1105,23,Male,138519
C1106,48,Other,38264
C1107,37,Female,47797
C1108,65,Female,142803
C1109,68,Male,71046
C1110,62,Female,66752
C1111,42,Female,78868
C1112,43,Other,131138
C1113,64,Female,45238
C1114,42,Male,35946
C1115,26,Other,68985
C1116,49,Male,74255
C1117,47,Other,142815
C1118,44,Male,124834
C1119,35,Male,105386
C1120,54,Male,103623
C1121,18,Male,145272
C1122,45,Other,115262
C1123,19,Female,92078
C1124,28,Female,52529
C1125,60,Female,47943
C1126,22,Male,93826
C1127,40,Female,49877
C1128,51,Male,81857
C1129,48,Other,76139
C1130,53,Male,55246
C1131,22,Male,98179
C1132,43,Female,141572
C1133,56,Male,53987
C1134,45,Other,97609
C1135,69,Female,81029
C1136,55,Male,86942
C1137,23,Female,98646
C1138,66,Female,59147
C1139,39,Male,119742
C1140,39,Other,124255
C1141,69,Male,123577
C1142,55,Female,77560
C1143,69,Other,105547
C1144,62,Female,144550
C1145,57,Other,47783
C1146,44,Male,82788
C1147,52,Male,109377
C1148,57,Male,139903
C1149,58,Male,137828
C1150,20,Female,134637
C1151,43,Male,51279
C1152,41,Other,111749
C1153,61,Male,122963
C1154,44,Male,31303
C1155,66,Other,115918
C1156,49,Female,87949
C1157,65,Male,89110
C1158,62,Other,77428
C1159,58,Female,142460
C1160,40,Female,134930
C1161,36,Other,126954
C1162,34,Other,51032
C1163,51,Other,45618
C1164,59,Other,64105
C1165,28,Other,95239
C1166,32,Male,33868
C1167,29,Female,77733
C1168,63,Male,86298
C1169,45,Male,120546
C1170,46,Other,108289
C1171,26,Female,89580
C1172,41,Male,40634
C1173,43,Other,139339
C1174,68,Other,113371
C1175,58,Other,123663
C1176,66,Female,73241
C1177,33,Other,54827
C1178,59,Other,144689
C1179,58,Other,102999
C1180,54,Female,82753
C1181,34,Female,66935
C1182,32,Male,52256
C1183,39,Other,78639
C1184,69,Female,30281
C1185,54,Other,76847
C1186,34,Other,110062
C1187,65,Other,107540
C1188,26,Other,133057
C1189,67,Other,142879
C1190,23,Male,67765
C1191,18,Female,105557
C1192,53,Female,98260
C1193,55,Female,31188
C1194,36,Male,60610
C1195,56,Male,137216
C1196,40,Other,67661
C1197,49,Female,109112
C1198,55,Male,127253
C1199,40,Female,71702
C1200,21,Female,140894
C1201,39,Other,40387
C1202,31,Female,97221
C1203,24,Other,104476
C1204,67,Female,34878
C1205,30,Male,121951
C1206,59,Male,48592
C1207,31,Other,147234
C1208,31,Other,131807
C1209,21,Other,52428
C1210,19,Male,137686
C1211,32,Female,91046
C1212,66,Female,53766
C1213,41,Female,110285
C1214,43,Male,121324
C1215,53,Female,106704
C1216,31,Other,112014
C1217,35,Male,86470
C1218,66,Male,148308
C1219,41,Other,75360
C1220,33,Male,96259
C1221,42,Male,49070
C1222,37,Male,103200
C1223,40,Other,112836
C1224,60,Female,64664
C1225,39,Male,131171
C1226,32,Male,115292
C1227,61,Male,147345
C1228,59,Male,78781
C1229,56,Other,51576
C1230,62,Other,80858
C1231,35,Male,94216
C1232,34,Male,105665
C1233,26,Male,114730
C1234,57,Male,51965
C1235,42,Other,67281
C1236,32,Male,62909
C1237,35,Male,131476
C1238,27,Female,72983
C1239,57,Female,140954
C1240,35,Male,87254
C1241,28,Female,103831
C1242,51,Male,68100
C1243,52,Female,72763
C1244,47,Male,109491
C1245,36,Female,105248
C1246,68,Female,121450
C1247,57,Male,125591
